Time,PC Name,sw version, QRCode,전체 검사 수량,1번 검사 양품 수량,1번 검사 불량 수량,2번 검사 양품 수량,2번 검사 불량 수량1번 검사 측정 값 (실시간 ), 2번 검사 측정 값 (실시간), 2번 검사 MAX 값,
2022-09-02 10:31:13,DESKTOP-J80Q082,Ver.220831,,0,0,0,0,0,3302,6603,0,
